date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2016-7-1 03:30,5.290999889,1.807999969,1.457000017,0.425999999,3.77699995,1.218000054,23.56599998,38.19800186,11.47599983,35.03499985,9.302000046,3.380000114,0,32.50999832
2016-7-1 03:45,5.357999802,1.942000031,1.491999984,0.462000012,3.806999922,1.309999943,21.52599907,37.44400024,11.30900002,35.65200043,9.704000473,2.036000013,0,32.29000092
2016-7-1 04:00,5.357999802,1.942000031,1.491999984,0.462000012,3.868000031,1.279000044,21.94799995,38.11399841,11.47599983,35.40999985,9.623000145,2.036000013,0,31.85050011
2016-7-1 04:15,5.492000103,2.009000063,1.491999984,0.462000012,3.928999901,1.340000033,21.45599937,34.68000031,9.717000008,31.41600037,7.774000168,3.252000093,0,31.63100052
2016-7-1 04:30,5.492000103,1.942000031,1.491999984,0.425999999,3.928999901,1.340000033,22.79199982,36.85800171,10.63899994,33.72200012,8.524000168,3.252000093,0,31.4109993
2016-7-1 04:45,5.492000103,2.075999975,1.491999984,0.497000009,3.99000001,1.309999943,21.0340004,36.35499954,10.13599968,34.28499985,8.68500042,2.036000013,0,30.97200012
2016-7-1 05:00,5.625999928,2.142999887,1.527999997,0.532999992,4.051000118,1.371000051,21.17399979,36.77399826,10.97399998,34.9280014,9.248000145,2.036000013,0,30.53199959
2016-7-1 05:15,5.960999966,2.344000101,1.669999957,0.603999972,4.234000206,1.491999984,20.82299995,32.92100143,8.711999893,32.51499939,8.175999641,2.036000013,0,30.53199959
2016-7-1 05:30,6.162000179,2.411000013,1.77699995,0.603999972,4.324999809,1.523000002,21.17399979,38.44900131,11.14099979,36.45600128,9.48900032,2.036000013,0,30.75200081
2016-7-1 05:45,6.631000042,2.477999926,1.99000001,0.745999992,4.659999847,1.674999952,21.17399979,39.0359993,11.64400005,37.09899902,9.918000221,2.036000013,0,30.3125
2016-7-1 06:00,7.166999817,2.947000027,2.131999969,0.782000005,5.026000023,1.85800004,22.79199982,39.0359993,11.81099987,37.15299988,10.07900047,2.036000013,0,30.09300041
2016-7-1 06:15,7.501999855,3.214999914,2.239000082,0.888000011,5.329999924,1.980000019,23.84799957,36.94200134,11.05700016,33.9090004,9.06000042,3.476000071,0,29.87299919
2016-7-1 06:30,7.703000069,3.348999977,2.486999989,1.031000018,5.269000053,1.91900003,24.34000015,40.6269989,12.48099995,37.23300171,10.13300037,3.549999952,0,29.87299919
2016-7-1 06:45,7.434999943,3.148000002,2.309999943,0.958999991,5.056000233,1.888000011,23.1439991,38.2820015,11.56000042,36,9.677000046,2.068000078,0,29.87299919
2016-7-1 07:00,7.434999943,3.282000065,2.309999943,1.031000018,5.086999893,2.223999977,23.1439991,39.37099838,11.30900002,36.5359993,9.409000397,2.068000078,0,29.87299919
2016-7-1 07:15,7.636000156,3.282000065,2.273999929,1.065999985,5.329999924,2.071000099,23.77700043,35.18299866,9.465999603,32.35499954,7.639999866,3.28399992,0,29.87299919
2016-7-1 07:30,7.636000156,3.415999889,2.309999943,1.101999998,5.269000053,1.91900003,23.84799957,35.09899902,8.963000298,31.73800087,7.077000141,3.28399992,0,29.87299919
2016-7-1 07:45,7.568999767,3.282000065,2.309999943,1.065999985,5.238999844,1.91900003,23.98800087,34.09400177,8.041999817,30.77300072,6.058000088,3.28399992,0,29.87299919
2016-7-1 08:00,5.559000015,3.013999939,2.451999903,1.172999978,2.954999924,1.432000041,21.66699982,33.92599869,8.461000443,31.89900017,6.486999989,2.015000105,0,29.65299988
2016-7-1 08:15,5.223999977,2.880000114,2.381000042,1.172999978,2.802000046,1.401000023,22.0890007,34.76399994,9.298000336,33.47999954,7.774000168,0,0,29.43350029
2016-7-1 08:30,5.157000065,2.812999964,2.309999943,1.172999978,2.832999945,1.432000041,22.37000084,38.86800003,10.97399998,37.23300171,9.168000221,1.269000053,0,29.43350029
2016-7-1 08:45,5.090000153,2.411000013,1.812000036,0.888000011,2.740999937,1.462000012,16.39100075,38.95199966,11.14099979,37.20600128,9.43599987,1.269000053,0,29.43350029
2016-7-1 09:00,4.554999828,2.545000076,1.91900003,0.816999972,2.680000067,1.371000051,17.44599915,38.44900131,13.90499973,37.28699875,12.14299965,1.269000053,0,29.21349907
2016-7-1 09:15,4.554999828,2.344000101,1.77699995,0.782000005,2.710999966,1.401000023,17.72699928,38.86800003,13.23499966,37.52799988,11.4460001,1.269000053,0,28.1154995
2016-7-1 09:30,4.68900013,2.545000076,1.883000016,0.852999985,2.802000046,1.462000012,18.50099945,36.68999863,12.31400013,35.625,10.72200012,1.269000053,0,27.67550087
2016-7-1 09:45,4.68900013,2.411000013,1.91900003,0.888000011,2.802000046,1.371000051,19.27499962,35.51800156,9.298000336,34.06999969,7.827000141,1.269000053,0,27.67550087
2016-7-1 10:00,4.956999779,2.545000076,1.99000001,0.852999985,2.954999924,1.491999984,19.97900009,35.93600082,9.550000191,34.25799942,8.041999817,1.269000053,0,27.45599937
2016-7-1 10:15,5.425000191,2.678999901,2.203000069,0.888000011,3.137000084,1.552999973,18.50099945,35.93600082,9.885000229,34.44499969,8.203000069,1.269000053,0,27.45599937
2016-7-1 10:30,5.492000103,2.678999901,2.167999983,0.852999985,3.259000063,1.552999973,18.5720005,35.76900101,8.963000298,33.85599899,7.506000042,1.269000053,0,27.45599937
2016-7-1 10:45,5.894000053,2.746000051,2.381000042,0.958999991,3.411000013,1.552999973,19.41600037,36.10400009,9.298000336,34.15100098,7.827000141,1.269000053,0,27.45599937
2016-7-1 11:00,5.760000229,2.545000076,2.203000069,0.852999985,3.441999912,1.491999984,20.11899948,35.76900101,9.465999603,33.93600082,7.907999992,1.269000053,0,27.45599937
2016-7-1 11:15,5.625999928,2.746000051,2.167999983,0.852999985,3.349999905,1.613999963,19.76799965,39.11999893,11.81099987,37.63499832,10.02499962,1.269000053,0,27.45599937
2016-7-1 11:30,4.287000179,2.142999887,1.136999965,0.425999999,3.167999983,1.644999981,19.76799965,40.45999908,12.98400021,38.94900131,11.1239996,1.269000053,0,27.23649979
2016-7-1 11:45,4.287000179,2.411000013,1.56400001,0.425999999,3.107000113,1.583999991,20.32999992,41.13000107,13.40299988,39.72600174,11.4460001,1.269000053,0,27.23649979
2016-7-1 12:00,4.68900013,2.545000076,1.812000036,0.852999985,2.832999945,1.523000002,19.20499992,40.20899963,12.98400021,38.76100159,11.09799957,1.343000054,0,27.23649979
2016-7-1 12:15,4.68900013,2.611999989,1.91900003,0.888000011,2.740999937,1.552999973,17.72699928,39.87400055,13.15200043,38.52000046,11.25800037,1.343000054,0,27.23649979
2016-7-1 12:30,4.68900013,2.678999901,1.883000016,0.852999985,2.862999916,1.583999991,18.6420002,40.29199982,13.15200043,38.7879982,11.28499985,1.289999962,0,26.79700089
2016-7-1 12:45,4.68900013,2.678999901,1.883000016,0.852999985,2.894000053,1.644999981,18.50099945,39.62200165,13.06799984,38.4129982,11.31200027,1.289999962,0,26.57699966
2016-7-1 13:00,4.68900013,2.678999901,1.77699995,1.243999958,3.107000113,1.613999963,18.5720005,37.02500153,11.89500046,35.73199844,10.42700005,1.386000037,0,26.57699966
2016-7-1 13:15,5.090000153,2.947000027,2.131999969,1.172999978,2.984999895,1.644999981,19.6970005,38.86800003,12.89999962,37.84999847,11.15100002,1.258000016,0,26.79700089
2016-7-1 13:30,5.157000065,3.013999939,2.309999943,1.243999958,2.832999945,1.613999963,19.55599976,39.87400055,13.15200043,38.57300186,11.36600018,1.279000044,0,26.79700089
2016-7-1 13:45,5.157000065,3.08100009,2.381000042,1.279000044,2.710999966,1.523000002,19.83799934,40.125,13.31900024,38.86800003,11.71399975,1.503000021,0,26.79700089
2016-7-1 14:00,5.090000153,2.947000027,2.451999903,1.350000024,2.559000015,1.432000041,19.55599976,39.95700073,13.31900024,38.57300186,11.41899967,1.289999962,0,26.79700089
2016-7-1 14:15,5.223999977,3.08100009,2.630000114,1.457000017,2.528000116,1.432000041,19.41600037,37.77899933,12.64900017,36.66999817,10.96399975,1.215000033,0,26.79700089
2016-7-1 14:30,5.022999763,3.08100009,2.523000002,1.350000024,2.467000008,1.70599997,19.13400078,39.28699875,12.89999962,37.8769989,11.0710001,1.279000044,0,26.79700089
2016-7-1 14:45,5.157000065,3.013999939,2.486999989,1.315000057,2.650000095,1.523000002,17.02400017,39.87400055,13.23499966,38.59999847,11.41899967,1.546000004,0,26.79700089
2016-7-1 15:00,5.090000153,3.148000002,2.486999989,1.350000024,2.588999987,1.523000002,17.30500031,40.29199982,13.48700047,39.05599976,11.875,1.269000053,0,26.79700089
2016-7-1 15:15,4.085999966,2.477999926,1.63499999,1.031000018,2.559000015,1.523000002,18.78300095,39.5379982,13.56999969,38.30500031,11.76799965,1.236999989,0,26.79700089
2016-7-1 15:30,4.354000092,2.812999964,1.741000056,1.101999998,2.588999987,1.462000012,18.85300064,39.95700073,13.40299988,38.70800018,11.47299957,1.375,0,26.79700089
2016-7-1 15:45,4.287000179,2.611999989,1.669999957,0.852999985,2.528000116,1.491999984,19.20499992,36.68999863,11.97900009,35.33000183,10.40100002,1.493000031,0,26.79700089
2016-7-1 16:00,4.21999979,2.411000013,1.70599997,0.782000005,2.618999958,1.491999984,19.48600006,40.87900162,13.56999969,39.45800018,11.84799957,1.493000031,0,26.79700089
2016-7-1 16:15,4.421000004,2.411000013,1.77699995,0.816999972,2.680000067,1.491999984,19.62700081,42.3030014,14.15699959,40.3429985,12.17000008,1.493000031,0,26.57749939
2016-7-1 16:30,4.756000042,2.477999926,1.812000036,0.816999972,2.862999916,1.491999984,18.43099976,38.03099823,11.64400005,35.89300156,9.704000473,1.493000031,0,26.57749939
2016-7-1 16:45,4.756000042,2.477999926,1.77699995,0.816999972,2.924000025,1.462000012,19.76799965,38.36600113,11.47599983,35.8390007,9.409000397,2.707999945,0,26.57749939
2016-7-1 17:00,4.756000042,2.344000101,1.63499999,0.711000025,3.075999975,1.491999984,19.13400078,42.13499832,13.40299988,39.24399948,11.28499985,2.707999945,0,26.57749939
2016-7-1 17:15,4.822999954,2.27699995,1.669999957,0.639999986,3.167999983,1.462000012,20.75200081,42.97299957,14.07299995,39.69900131,11.60700035,2.707999945,0,26.57749939
2016-7-1 17:30,5.357999802,2.477999926,2.451999903,1.421000004,3.289999962,1.462000012,19.76799965,43.55899811,14.40799999,39.99399948,11.90200043,2.707999945,0,26.57749939
2016-7-1 17:45,5.760000229,2.880000114,2.559000015,1.243999958,3.107000113,1.491999984,20.68199921,43.89400101,14.57600021,40.15499878,11.95499992,2.707999945,0,26.57749939
2016-7-1 18:00,5.625999928,2.880000114,2.523000002,1.207999945,3.075999975,1.491999984,20.68199921,42.72200012,13.98900032,39.37799835,11.60700035,2.707999945,0,26.57749939
2016-7-1 18:15,5.760000229,3.08100009,2.523000002,1.243999958,3.015000105,1.491999984,19.83799934,41.54899979,13.40299988,39.59199905,11.47299957,2.707999945,0,26.57749939
2016-7-1 18:30,5.357999802,3.013999939,2.451999903,1.207999945,2.924000025,1.523000002,19.20499992,41.63299942,12.81599998,38.70800018,10.69499969,2.707999945,0,26.35750008
2016-7-1 18:45,5.357999802,2.947000027,2.451999903,1.207999945,2.924000025,1.523000002,19.41600037,41.38100052,12.89999962,38.49300003,10.77600002,2.707999945,0,26.13750076
2016-7-1 19:00,5.492000103,3.013999939,2.451999903,1.207999945,3.015000105,1.552999973,18.71199989,37.36100006,10.47099972,34.47200012,8.604999542,2.707999945,0,26.13750076
2016-7-1 19:15,5.425000191,2.947000027,2.451999903,1.136999965,2.984999895,1.523000002,17.86800003,37.44400024,10.13599968,34.33800125,8.175999641,2.707999945,0,26.13750076
2016-7-1 19:30,5.357999802,2.947000027,2.451999903,1.172999978,2.894000053,1.523000002,18.21999931,37.44400024,9.885000229,34.25799942,7.827000141,2.707999945,0,26.13750076
2016-7-1 19:45,5.357999802,2.947000027,2.451999903,1.207999945,2.862999916,1.552999973,18.50099945,37.86299896,10.63899994,34.41899872,8.496999741,2.707999945,0,26.13750076
2016-7-1 20:00,5.357999802,3.013999939,2.451999903,1.207999945,2.862999916,1.523000002,17.86800003,41.13000107,12.64900017,37.76900101,10.40100002,2.707999945,0,26.13750076
2016-7-1 20:15,5.223999977,3.013999939,2.415999889,1.207999945,2.802000046,1.523000002,18.21999931,38.44900131,11.3920002,36.64300156,9.649999619,2.707999945,0,26.13750076
2016-7-1 20:30,5.290999889,3.013999939,2.381000042,1.172999978,2.862999916,1.552999973,17.86800003,39.28699875,11.64400005,36.64300156,9.623000145,2.707999945,0,26.13750076
2016-7-1 20:45,5.223999977,2.947000027,2.345000029,1.136999965,2.832999945,1.552999973,17.86800003,39.62200165,11.30900002,36.48300171,9.409000397,2.707999945,0,26.13750076
2016-7-1 21:00,5.090000153,2.947000027,2.381000042,1.207999945,2.680000067,1.523000002,18.00900078,36.52299881,10.47099972,33.50699997,8.496999741,2.707999945,0,25.69849968
2016-7-1 21:15,4.889999866,2.947000027,2.309999943,1.207999945,2.618999958,1.491999984,18.36100006,38.61700058,11.30900002,35.54399872,9.140999794,2.707999945,0,25.69849968
2016-7-1 21:30,4.889999866,2.947000027,2.309999943,1.207999945,2.559000015,1.491999984,18.6420002,39.45500183,11.89500046,36.56299973,9.704000473,2.707999945,0,25.69849968
2016-7-1 21:45,4.889999866,2.947000027,2.203000069,1.136999965,2.680000067,1.552999973,18.00900078,35.60100174,10.05200005,32.43500137,8.095000267,2.707999945,0,25.91799927
2016-7-1 22:00,4.822999954,2.947000027,2.203000069,1.172999978,2.618999958,1.523000002,18.00900078,36.10400009,10.38700008,34.12400055,9.006999969,2.707999945,0,25.91799927
2016-7-1 22:15,4.822999954,2.947000027,2.203000069,1.172999978,2.588999987,1.552999973,17.58699989,36.43899918,10.55500031,33.99000168,8.845999718,2.707999945,0,25.91799927
2016-7-1 22:30,4.756000042,2.947000027,2.131999969,1.136999965,2.588999987,1.583999991,18.29000092,33.25600052,9.465999603,30.90699959,7.881000042,2.707999945,0,25.91799927
2016-7-1 22:45,4.822999954,2.947000027,2.131999969,1.172999978,2.618999958,1.552999973,19.41600037,33.17200089,9.298000336,30.39800072,7.612999916,2.707999945,0,25.91799927
2016-7-1 23:00,4.622000217,2.880000114,2.131999969,1.136999965,2.467000008,1.491999984,19.76799965,36.43899918,10.63899994,33.47999954,8.925999641,2.707999945,0,25.91799927
2016-7-1 23:15,4.822999954,2.947000027,2.096999884,1.136999965,2.618999958,1.552999973,20.75200081,35.85300064,10.55500031,33.07799911,8.68500042,2.707999945,0,25.91799927
2016-7-1 23:30,5.022999763,3.818000078,2.131999969,2.167999983,2.588999987,1.523000002,21.31500053,33.17200089,9.633000374,30.23699951,7.800000191,2.707999945,0,25.91799927
2016-7-1 23:45,5.357999802,2.947000027,2.345000029,1.457000017,2.618999958,1.583999991,21.87800026,32.16699982,9.298000336,30.37100029,7.881000042,2.601000071,0,25.91799927
2016-7-2 00:00,5.223999977,3.08100009,2.700999975,1.315000057,2.437000036,1.523000002,21.10400009,35.60100174,11.47599983,33.69499969,9.890999794,1.534999967,0,25.91799927
2016-7-2 00:15,5.425000191,3.08100009,2.984999895,1.457000017,2.375999928,1.491999984,21.10400009,35.68500137,11.05700016,33.66799927,9.48900032,1.534999967,0,25.91799927
2016-7-2 00:30,5.223999977,3.08100009,2.878000021,1.457000017,2.375999928,1.462000012,21.38500023,32.66999817,9.885000229,30.69300079,8.416999817,1.534999967,0,25.91799927
2016-7-2 00:45,4.354000092,3.148000002,2.415999889,1.491999984,2.28399992,1.432000041,21.17399979,31.41300011,9.381999969,30.77300072,8.390000343,0,0,26.13800049
2016-7-2 01:00,5.157000065,3.013999939,2.878000021,1.350000024,2.345000029,1.432000041,19.6970005,32.92100143,9.968000412,32.27399826,8.819000244,0,0,26.35750008
2016-7-2 01:15,5.223999977,3.148000002,2.914000034,1.457000017,2.315000057,1.462000012,20.54100037,33.5909996,10.05200005,31.63100052,8.524000168,1.215000033,0,26.35750008
2016-7-2 01:30,5.157000065,3.013999939,2.914000034,1.421000004,2.223999977,1.462000012,19.76799965,32.8370018,10.13599968,32.30099869,9.034000397,0,0,26.35750008
2016-7-2 01:45,4.889999866,3.013999939,2.772000074,1.315000057,2.28399992,1.432000041,19.83799934,32.66999817,10.13599968,30.45100021,8.362999916,1.322000027,0,26.13750076
2016-7-2 02:00,5.157000065,3.148000002,2.878000021,1.491999984,2.28399992,1.432000041,20.04899979,31.32900047,9.550000191,30.34399986,8.496999741,0,0,26.13750076
2016-7-2 02:15,4.487999916,3.08100009,2.451999903,0.958999991,2.253999949,1.432000041,21.0340004,33.34000015,10.47099972,32.86399841,9.194000244,0,0,25.91799927
2016-7-2 02:30,4.889999866,3.013999939,2.736000061,1.386000037,2.193000078,1.432000041,19.97900009,33.50699997,10.05200005,32.06000137,8.925999641,1.225999951,0,25.69849968
2016-7-2 02:45,5.090000153,3.148000002,2.948999882,1.491999984,2.163000107,1.401000023,20.32999992,29.98900032,8.963000298,29.11100006,7.907999992,0,0,25.69849968
2016-7-2 03:00,5.157000065,3.08100009,2.914000034,1.491999984,2.193000078,1.401000023,20.75200081,30.6590004,9.213999748,29.83499908,8.255999565,0,0,25.69849968
2016-7-2 03:15,4.354000092,3.013999939,2.523000002,1.457000017,2.193000078,1.401000023,20.47100067,32.8370018,9.968000412,32.03300095,8.873000145,0,0,25.69849968
2016-7-2 03:30,5.090000153,3.08100009,2.914000034,1.491999984,2.193000078,1.401000023,21.17399979,33.17200089,10.22000027,32.38100052,8.791999817,0,0,25.69849968
2016-7-2 03:45,5.090000153,3.08100009,2.878000021,1.421000004,2.193000078,1.401000023,20.82299995,33.50699997,10.13599968,32.24700165,8.68500042,1.215000033,0,25.69849968
2016-7-2 04:00,4.554999828,3.08100009,2.451999903,1.491999984,2.193000078,1.401000023,21.38500023,30.82699966,9.130999565,29.75399971,8.015000343,1.215000033,0,25.69849968
2016-7-2 04:15,5.290999889,3.148000002,3.019999981,1.491999984,2.193000078,1.401000023,21.0340004,33.25600052,10.22000027,32.08599854,8.630999565,0,0,25.91799927
2016-7-2 04:30,5.157000065,3.08100009,2.948999882,1.421000004,2.223999977,1.432000041,20.89299965,32.92100143,9.885000229,31.95199966,8.578000069,0,0,25.91799927
2016-7-2 04:45,4.354000092,3.013999939,2.559000015,1.457000017,2.223999977,1.401000023,20.75200081,30.15600014,8.628000259,29.11100006,7.532000065,0,0,25.91799927
2016-7-2 05:00,5.425000191,3.282000065,3.092000008,1.70599997,2.437000036,1.462000012,22.22999954,29.48600006,8.293000221,28.54800034,7.157000065,0,0,25.91799927
2016-7-2 05:15,5.760000229,3.415999889,3.092000008,1.669999957,2.710999966,1.583999991,21.17399979,31.58099937,8.208999634,30.50499916,7.077000141,0,0,25.91799927
2016-7-2 05:30,5.425000191,3.282000065,2.842999935,1.63499999,2.740999937,1.523000002,20.40099907,31.41300011,8.376999855,30.53199959,7.050000191,1.289999962,0,25.91799927
2016-7-2 05:45,6.162000179,3.348999977,3.197999954,1.56400001,2.954999924,1.491999984,20.26000023,31.91600037,8.376999855,30.63899994,7.077000141,1.289999962,0,25.91799927
2016-7-2 06:00,5.492000103,3.282000065,2.523000002,1.491999984,2.984999895,1.462000012,20.26000023,30.07299995,7.454999924,28.68199921,6.111999989,1.289999962,0,25.91799927
2016-7-2 06:15,5.492000103,3.013999939,2.309999943,1.243999958,3.107000113,1.523000002,19.13400078,32.08300018,7.958000183,30.96100044,6.782000065,1.215000033,0,25.91799927
2016-7-2 06:30,5.559000015,3.013999939,2.309999943,1.315000057,3.229000092,1.552999973,20.32999992,33.00500107,8.543999672,31.36300087,7.104000092,1.258000016,0,25.91799927
2016-7-2 06:45,5.69299984,3.013999939,2.451999903,1.491999984,3.075999975,1.491999984,20.89299965,30.82699966,7.874000072,29.00399971,6.326000214,1.258000016,0,25.91799927
2016-7-2 07:00,5.625999928,3.214999914,2.486999989,1.491999984,3.075999975,1.523000002,21.10400009,33.08800125,8.711999893,30.96100044,7.022999763,1.258000016,0,25.91799927
2016-7-2 07:15,5.760000229,3.214999914,2.486999989,1.421000004,3.137000084,1.613999963,19.27499962,32.08300018,8.208999634,29.56699944,6.513999939,2.483999968,0,25.47850037
2016-7-2 07:30,5.559000015,3.282000065,2.486999989,1.491999984,3.107000113,1.552999973,19.06399918,31.24500084,7.874000072,28.57500076,6.326000214,2.483999968,0,25.47850037
2016-7-2 07:45,5.559000015,3.214999914,2.594000101,1.63499999,2.924000025,1.523000002,20.26000023,31.58099937,8.208999634,28.89699936,6.433000088,2.483999968,0,25.47850037
2016-7-2 08:00,5.559000015,3.282000065,2.594000101,1.669999957,2.924000025,1.523000002,20.61199951,34.09400177,8.87899971,31.54999924,7.397999763,2.483999968,0,25.47850037
2016-7-2 08:15,5.492000103,3.348999977,2.700999975,1.63499999,2.832999945,1.491999984,18.85300064,34.51200104,9.465999603,32.27399826,7.827000141,2.483999968,0,25.47850037
2016-7-2 08:30,5.559000015,3.348999977,2.700999975,1.598999977,2.772000074,1.523000002,19.6970005,32.66999817,8.543999672,30.69300079,7.157000065,2.483999968,0,25.47850037
2016-7-2 08:45,5.223999977,3.282000065,2.523000002,1.56400001,2.680000067,1.462000012,18.21999931,33.00500107,8.711999893,30.71899986,7.077000141,2.483999968,0,25.69799995
2016-7-2 09:00,5.223999977,3.214999914,2.559000015,1.56400001,2.680000067,1.462000012,18.36100006,34.59600067,9.381999969,31.97900009,7.612999916,2.483999968,0,25.69799995
2016-7-2 09:15,5.157000065,3.282000065,2.486999989,1.598999977,2.680000067,1.432000041,19.27499962,33.92599869,8.87899971,31.14800072,7.237999916,2.483999968,0,25.69799995
2016-7-2 09:30,5.223999977,3.348999977,2.486999989,1.598999977,2.802000046,1.491999984,21.31500053,32.8370018,8.711999893,30.26399994,7.077000141,2.483999968,0,25.69799995
2016-7-2 09:45,7.903999805,4.68900013,4.725999832,2.451999903,2.894000053,1.523000002,21.52599907,30.15600014,7.789999962,27.26099968,6.218999863,2.483999968,0,25.91799927
2016-7-2 10:00,9.913000107,4.956999779,6.644999981,3.305000067,3.046000004,1.552999973,20.96299934,29.82099915,8.125,27.50300026,6.620999813,2.483999968,0,25.91799927
2016-7-2 10:15,11.25300026,5.827000141,7.604000092,3.588999987,3.289999962,1.735999942,19.06399918,30.6590004,7.623000145,28.01199913,6.138999939,2.483999968,0,25.91799927
2016-7-2 10:30,12.05599976,5.357999802,8.421999931,2.878000021,3.746000051,1.70599997,18.21999931,30.6590004,7.789999962,27.90500069,6.326000214,2.483999968,0,25.91799927
2016-7-2 10:45,11.98900032,5.357999802,8.173000336,2.345000029,3.868000031,1.76699996,19.27499962,32.8370018,8.376999855,29.70100021,6.540999889,2.483999968,0,25.91799927
2016-7-2 11:00,11.78800011,5.425000191,8.173000336,2.523000002,3.686000109,1.674999952,19.41600037,31.58099937,7.706999779,28.76300049,6.004000187,2.483999968,0,25.91799927
2016-7-2 11:15,11.72099972,5.559000015,7.81799984,2.486999989,3.532999992,1.735999942,19.97900009,31.32900047,7.539000034,28.60199928,5.869999886,2.483999968,0,25.91799927
2016-7-2 11:30,11.31999969,5.425000191,7.568999767,2.948999882,3.229000092,1.70599997,21.17399979,29.82099915,7.037000179,28.25300026,5.978000164,2.483999968,0,26.13800049
2016-7-2 11:45,10.51599979,5.357999802,7.427000046,2.415999889,3.229000092,1.735999942,21.0340004,29.40299988,6.366000175,27.28800011,5.092999935,2.483999968,0,26.35750008
2016-7-2 12:00,9.645000458,4.956999779,6.751999855,2.131999969,3.107000113,1.827999949,20.82299995,30.57500076,7.203999996,27.95800018,5.789999962,2.483999968,0,26.13750076
2016-7-2 12:15,10.64999962,4.554999828,7,2.594000101,2.894000053,1.76699996,20.47100067,29.65399933,6.701000214,27.02000046,5.388000011,2.483999968,0,26.13750076
2016-7-2 12:30,11.11900043,5.69299984,8.279999733,3.447000027,3.075999975,1.797000051,20.96299934,32.16699982,7.958000183,29.32500076,6.380000114,2.483999968,0,26.35750008
2016-7-2 12:45,10.58300018,5.559000015,7.676000118,3.197999954,3.046000004,1.827999949,21.52599907,29.73800087,6.701000214,26.6989994,5.254000187,2.483999968,0,26.35750008
2016-7-2 13:00,10.38199997,5.760000229,7.461999893,2.559000015,2.984999895,1.76699996,20.19000053,30.15600014,7.203999996,27.39500046,5.521999836,2.483999968,0,26.35750008
2016-7-2 13:15,10.31499958,4.756000042,6.644999981,2.309999943,2.984999895,1.797000051,18.36100006,29.65399933,6.449999809,27.02000046,5.173999786,2.483999968,0,26.35750008
2016-7-2 13:30,8.572999954,3.951999903,5.756999969,1.953999996,2.832999945,1.76699996,18.6420002,29.65399933,6.701000214,26.77899933,5.308000088,2.483999968,0,26.35750008
2016-7-2 13:45,8.907999992,4.889999866,6.218999863,2.664999962,2.832999945,1.949000001,20.47100067,29.73800087,6.868999958,26.72500038,5.173999786,2.483999968,0,26.35750008
2016-7-2 14:00,8.774000168,4.68900013,6.111999989,2.025000095,2.894000053,1.91900003,21.31500053,29.31900024,6.449999809,26.40399933,4.879000187,2.483999968,0,26.57749939
